categoria,marca,modelo,versao,motor,tipo_propulsao,transmissao,combustivel,nmog_nox_mg_km,co_mg_km,nota_verde_l8,co2_fossil_g_km,consumo_mj_km,classificacao_pbe,co_excesso_pct,nmog_excesso_pct,viola_l8
Picape,Mitsubishi,Triton,GLS AT2,2.4-16V,Combustão,AT,D,41.0,91.0,A,,2.43,B,0.0,0.0,False
Picape,Mitsubishi,Triton,GL MT4,2.4-16V,Combustão,MT,D,62.0,56.0,A,,2.34,B,0.0,3.33,True
Picape,Mitsubishi,Triton,GL AT4,2.4-16V,Combustão,AT,D,57.0,119.0,A,,2.6,C,0.0,0.0,False
Picape,Mitsubishi,Triton,GLS AT4,2.4-16V,Combustão,AT,D,57.0,119.0,A,,2.6,C,0.0,0.0,False
Picape,Mitsubishi,Triton,HPE AT4,2.4-16V,Combustão,AT,D,57.0,119.0,A,,2.6,C,0.0,0.0,False
Picape,Mitsubishi,Triton,HPE-S AT4,2.4-16V,Combustão,AT,D,57.0,119.0,A,,2.6,C,0.0,0.0,False
Picape,Mitsubishi,Triton,KATANA AT4,2.4-16V,Combustão,AT,D,57.0,119.0,A,,2.6,C,0.0,0.0,False
Picape,RAM,1500,LARAMIE,3.0T-24V,Combustão,A-8,G,20.0,121.0,A,216.0,3.5,E,0.0,0.0,False
Picape,RAM,1500,REBEL,3.0T-24V,Combustão,A-8,G,20.0,121.0,A,216.0,3.5,E,0.0,0.0,False
Picape,RAM,1500,LARAMIE NE,3.0T-24V,Combustão,A-8,G,20.0,121.0,A,216.0,3.5,E,0.0,0.0,False
Picape,RAM,RAMPAGE,REBEL AT GAS,2.0T-16V,Combustão,A-9,G,23.0,184.0,A,155.0,2.51,C,0.0,0.0,False
Picape,RAM,RAMPAGE,LARAMIE GAS,2.0T-16V,Combustão,A-9,G,23.0,184.0,A,155.0,2.51,C,0.0,0.0,False
Picape,RAM,RAMPAGE,RT GAS,2.0T-16V,Combustão,A-9,G,22.0,131.0,A,161.0,2.61,C,0.0,0.0,False
Picape,RAM,RAMPAGE,BIGHORN DS,2.2T-16V,Combustão,A-9,D,71.0,52.0,A,,2.3,B,0.0,18.33,True
Picape,RAM,RAMPAGE,LARAMIE DS,2.2T-16V,Combustão,A-9,D,71.0,52.0,A,,2.3,B,0.0,18.33,True
Picape,RAM,RAMPAGE,REBEL DS,2.2T-16V,Combustão,A-9,D,71.0,52.0,A,,2.3,B,0.0,18.33,True
Picape,RAM,DAKOTA,WARLOCK,2.2T-16V,Combustão,A-8,D,72.0,34.0,A,,2.66,C,0.0,20.0,True
Picape,RAM,DAKOTA,LARAMIE,2.2T-16V,Combustão,A-8,D,72.0,34.0,A,,2.66,C,0.0,20.0,True
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CHASSI MT,2.8-16V,Combustão,M-6,D,73.0,57.0,A,,2.74,D,0.0,21.67,True
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CABINE SIMPLES MT,2.8-16V,Combustão,M-6,D,73.0,57.0,A,,2.74,D,0.0,21.67,True
Picape,TOYOTA,HILUX DIESEL 4X4 MT,POWER PACK MT,2.8-16V,Combustão,M-6,D,73.0,49.0,A,,2.62,C,0.0,21.67,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CHASSI AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CABINE SIMPLES AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,POWER PACK AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SR AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRV AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX PLUS AT,2.8-16V,Combustão,A-6,D,71.0,18.0,A,,2.82,D,0.0,18.33,True
Picape,VW,AMAROK,V6 COMFORT (MY26),3.0 - 24V,Combustão,A - 8,D,80.0,33.0,A,,3.14,E,0.0,33.33,True
Picape,VW,AMAROK,V6 HIGH (MY26),3.0 - 24V,Combustão,A - 8,D,80.0,33.0,A,,3.14,E,0.0,33.33,True
Picape,VW,AMAROK,V6 EXTREME (MY26),3.0 - 24V,Combustão,A - 8,D,80.0,33.0,A,,3.14,E,0.0,33.33,True
Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,A-8,G,24.0,298.0,B,175.0,2.84,E,0.0,0.0,False
Esportivo,BMW,M3,COMP TRACK,3.0 - 24V,Combustão,A-8,G,24.0,298.0,B,175.0,2.84,E,0.0,0.0,False
Esportivo,BMW,M2,Coupe,3.0 - 24V,Combustão,A-8,G,21.0,209.0,A,172.0,2.79,E,0.0,0.0,False
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,Combustão,A-8,G,21.0,209.0,A,172.0,2.79,E,0.0,0.0,False
Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,DCT-8,G,18.0,444.0,A,149.0,2.02,D,0.0,0.0,False
Esportivo,FERRARI,PUROSANGUE,--,6.5-48V,Combustão,DCT-8,G,21.0,222.0,A,302.0,4.88,E,0.0,0.0,False
Esportivo,FERRARI,12CILINDRI,--,6.5-48V,Combustão,DCT-8,G,16.0,409.0,A,255.0,4.14,E,0.0,0.0,False
Esportivo,FERRARI,12CILINDRI,SPI,6.5-48V,Combustão,DCT-8,G,17.0,413.0,A,270.0,4.28,E,0.0,0.0,False
Esportivo,FERRARI,296,GTS,3.0-24V,Plug-in,DCT-8,G,31.0,332.0,A,153.0,1.97,D,0.0,0.0,False
Esportivo,FERRARI,ROMA,SPIDER,3.9-32V,Combustão,DCT-8,G,18.0,208.0,A,186.0,3.01,E,0.0,0.0,False
Esportivo,FORD,Mustang Dark Horse,Dark Horse,5.0 V8 - 32V,Combustão,A-10,G,38.0,542.0,B,192.0,3.11,E,0.0,0.0,False
Esportivo,FORD,Mustang,GT AT,5.0 V8 - 32V,Combustão,A-10,G,35.0,591.0,B,186.0,3.02,E,0.0,0.0,False
Esportivo,MCLAREN,ARTURA,,3.0-24V,Plug-in,DCT-8,G,19.0,173.0,A,102.0,1.45,D,0.0,0.0,False
Esportivo,MCLAREN,ARTURA,SPIDER,3.0-24V,Plug-in,DCT-8,G,19.0,173.0,A,102.0,1.45,D,0.0,0.0,False
Esportivo,MCLAREN,750S,COUPE,4.0-32V,Combustão,DCT-8,G,58.0,260.0,B,214.0,3.46,E,0.0,0.0,False
Esportivo,MCLAREN,750S,SPIDER,4.0-32V,Combustão,DCT-8,G,58.0,260.0,B,214.0,3.46,E,0.0,0.0,False
Esportivo,Mercedes-Benz,AMG SL63S EP,,4.0-32V,Plug-in,A-9,G,13.0,233.0,A,171.0,2.27,D,0.0,0.0,False
Esportivo,Mercedes-Benz,AMG GT63S EP,2P,4.0-32V,Plug-in,A-9,G,16.0,244.0,A,199.0,1.77,D,0.0,0.0,False
Esportivo,Mercedes-Benz,AMG GT63S EP,,4.0-32V,Plug-in,A-9,G,13.0,273.0,A,201.0,1.96,D,0.0,0.0,False
Esportivo,MG,CYBERSTER,77 KWH AWD,Elétrico,Elétrico,A-1,E,,,A,,0.56,A,,,False
Esportivo,PORSCHE,911,CARRERA,3.0-24V,Combustão,DCT-8,G,12.0,52.0,A,173.0,2.8,E,0.0,0.0,False
Esportivo,PORSCHE,911,CARRERA C,3.0-24V,Combustão,DCT-8,G,12.0,52.0,A,173.0,2.8,E,0.0,0.0,False
Esportivo,PORSCHE,911,CARRERA S,3.0-24V,Combustão,DCT-8,G,18.0,59.0,A,175.0,2.84,E,0.0,0.0,False
Esportivo,PORSCHE,911,CARRERA SC,3.0-24V,Combustão,DCT-8,G,18.0,59.0,A,175.0,2.84,E,0.0,0.0,False
Esportivo,PORSCHE,911,GT3 MANUAL,4.0-32V,Combustão,M-6,G,25.0,93.0,A,237.0,3.86,E,0.0,0.0,False
Esportivo,PORSCHE,911,GT3 TOURMT,4.0-32V,Combustão,M-6,G,25.0,93.0,A,237.0,3.86,E,0.0,0.0,False
Esportivo,PORSCHE,911,GT3,4.0-32V,Combustão,DCT-7,G,25.0,79.0,A,227.0,3.69,E,0.0,0.0,False
Esportivo,PORSCHE,911,GT3TOURING,4.0-32V,Combustão,DCT-7,G,25.0,79.0,A,227.0,3.69,E,0.0,0.0,False
Esportivo,PORSCHE,911,CAR T MT,3.0-24V,Combustão,M-6,G,15.0,69.0,A,176.0,2.86,E,0.0,0.0,False
Esportivo,PORSCHE,911,CAR T MT 2,3.0-24V,Combustão,M-6,G,15.0,69.0,A,176.0,2.86,E,0.0,0.0,False
Esportivo,PORSCHE,911,CAR T MTCA,3.0-24V,Combustão,M-6,G,15.0,69.0,A,176.0,2.86,E,0.0,0.0,False
Esportivo,PORSCHE,911,TURBO S / TURBO S CA,3.6/24V,Hibrido,DCT-8,G,24.0,95.0,A,196.0,3.17,E,0.0,0.0,False
Esportivo,PORSCHE,BOXSTER,GTS4.0,4.0-24V,Combustão,DCT-7,G,18.0,67.0,A,175.0,2.84,E,0.0,0.0,False
Esportivo,PORSCHE,BOXSTER,25 ANOS,4.0-24V,Combustão,DCT-7,G,18.0,67.0,A,175.0,2.84,E,0.0,0.0,False
Esportivo,PORSCHE,CAYMAN,GTS 4.0,4.0-24V,Combustão,DCT-7,G,18.0,67.0,A,175.0,2.84,E,0.0,0.0,False
Esportivo,PORSCHE,PANAMERA,TPHEV,4.0-32V,Plug-in,DCT-8,G,4.0,13.0,A,29.0,0.96,C,0.0,0.0,False
Esportivo,PORSCHE,PANAMERA,TSEHY,4.0-32V,Plug-in,DCT-8,G,3.0,14.0,A,30.0,0.96,C,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,TURBO S,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.67,A,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,4S,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.69,A,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,4S BE,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.69,A,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,TURBOCT,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.69,A,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,4S CT,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.69,A,0.0,0.0,False
Esportivo,PORSCHE,TAYCAN,4CT,Elétrico,Elétrico,--,E,0.0,0.0,A,0.0,0.69,A,0.0,0.0,False
Esportivo,PORSCHE,911,CARRERAGTS,3.6-24V,Híbrido,DCT-8,G,33.0,85.0,A,173.0,2.8,E,0.0,0.0,False
Esportivo,PORSCHE,911,CAR GTS CA,3.6-24V,Híbrido,DCT-8,G,33.0,85.0,A,173.0,2.8,E,0.0,0.0,False
Esportivo,PORSCHE,911,SPIRIT 70,3.6-24V,Híbrido,DCT-8,G,33.0,85.0,A,173.0,2.8,E,0.0,0.0,False
Esportivo,PORSCHE,PANAMERA,4EHYB,2.9-24V,Plug-in,DCT-8,G,3.0,20.0,A,25.0,0.9,C,0.0,0.0,False
Esportivo,PORSCHE,PANAMERA,4SEHY,2.9-24V,Plug-in,DCT-8,G,4.0,24.0,A,25.0,0.93,C,0.0,0.0,False
